r,BATTERY|PVB,COAL|BIO,COMBINED_CYCLE,COMBUSTION_TURBINE|CONSUME|LFILL|OGS,NUCLEAR,TES|CSP
p21179,0.0187,0.0076,-0.0015,-0.001,0,0
p21181,0.0023,-0.005,-0.0093,-0.009,0,0
p21183,0.0254,0.0088,-0.0004,0.0022,0,0
p21185,0.018,0.0097,0,0,0,0
p21187,0.0053,-0.0004,-0.0069,-0.0069,0,0
p21189,0.0078,-0.002,-0.008,-0.006,0,0
p21191,-0.0028,-0.0085,-0.0122,-0.0123,0,0
p21193,0.0069,0.0007,-0.0063,-0.0046,0,0
p21195,0.0035,0.0058,-0.0023,-0.0009,0,0
p21197,0.0063,-0.0027,-0.008,-0.007,0,0
p21199,0.0146,-0.0015,-0.0075,-0.005,0,0
p21201,0.0003,-0.007,-0.011,-0.0107,0,0
p21203,0.0113,-0.0022,-0.0079,-0.0059,0,0
p21205,0.0038,0.0014,-0.0048,-0.0042,0,0
p21207,0.0178,-0.0023,-0.0078,-0.005,0,0
p21209,0.0068,-0.0025,-0.0083,-0.0078,0,0
p21211,0.017,0.0087,-0.0008,-0.0007,0,0
p21213,0.0335,-0.0045,-0.0075,-0.001,0,0
p21215,0.018,0.0087,-0.0007,-0.0007,0,0
p21217,0.0185,0.0043,-0.0037,-0.0022,0,0
p21219,0.0327,-0.0011,-0.0059,0.0003,0,0
p21221,0.0323,0.0043,-0.0035,0.0022,0,0
p21223,0.014,0.008,-0.0013,-0.0013,0,0
p21225,0.0323,0.0391,0.0181,0.0196,0,0
p21227,0.0288,-0.0001,-0.0058,-0.0005,0,0
p21229,0.017,0.0057,-0.0027,-0.0023,0,0
p21231,0.0174,-0.003,-0.0085,-0.0054,0,0
p21233,0.0312,0.0285,0.0117,0.0142,0,0
p21235,0.0131,-0.0031,-0.0089,-0.0063,0,0
p21237,0.0057,-0.0013,-0.007,-0.0058,0,0
p21239,0.0113,0.0003,-0.0067,-0.0057,0,0
p22001,0.0104,-0.0415,-0.0339,-0.03,0,0
p22003,0.0078,-0.0496,-0.0389,-0.034,0,0
p22005,0.0221,-0.0133,-0.017,-0.0163,0,0
p22007,0.0213,-0.0149,-0.018,-0.017,0,0
p22009,0.0125,-0.0364,-0.0307,-0.0273,0,0
p22011,0.0044,-0.0589,-0.0447,-0.0389,0,0
p22013,0.0127,-0.0413,-0.0347,-0.0293,0,0
p22015,0.0117,-0.0395,-0.0335,-0.0283,0,0
p22017,0.0097,-0.0404,-0.0339,-0.029,0,0
p22019,0.0024,-0.0636,-0.0476,-0.0415,0,0
p22021,0.0147,-0.0348,-0.0302,-0.0257,0,0
p22023,0.0032,-0.0611,-0.0461,-0.0402,0,0
p22025,0.0133,-0.0355,-0.0304,-0.0266,0,0
p22027,0.0156,-0.0381,-0.0332,-0.0272,0,0
p22029,0.0133,-0.0341,-0.0293,-0.0261,0,0
p22031,0.0083,-0.0478,-0.0382,-0.0329,0,0
p22033,0.0184,-0.0208,-0.0213,-0.0199,0,0
p22035,0.0172,-0.0311,-0.0283,-0.0233,0,0
p22037,0.0167,-0.0236,-0.0229,-0.0214,0,0
p22039,0.0107,-0.0419,-0.034,-0.0299,0,0
p22041,0.0146,-0.0336,-0.0294,-0.0254,0,0
p22043,0.0113,-0.0415,-0.0343,-0.0298,0,0
p22045,0.015,-0.0286,-0.0262,-0.024,0,0
p22047,0.0189,-0.0205,-0.0213,-0.0198,0,0
p22049,0.0153,-0.0357,-0.0309,-0.0259,0,0
p22051,0.0274,-0.0043,-0.0122,-0.0122,0,0
p22053,0.0074,-0.0502,-0.0392,-0.0345,0,0
p22055,0.013,-0.0342,-0.0294,-0.027,0,0
p22057,0.0242,-0.0095,-0.0151,-0.0146,0,0
p22059,0.0127,-0.0378,-0.0317,-0.0276,0,0
p22061,0.0166,-0.0348,-0.0308,-0.0252,0,0
p22063,0.0213,-0.0147,-0.0179,-0.0172,0,0
p22065,0.0153,-0.0325,-0.0288,-0.0249,0,0
p22067,0.0201,-0.0276,-0.0262,-0.0207,0,0
p22069,0.0096,-0.046,-0.0372,-0.0322,0,0
p22071,0.027,-0.0048,-0.0124,-0.0122,0,0
p22073,0.0179,-0.0299,-0.0273,-0.0222,0,0
p22075,0.0187,-0.0176,-0.0191,-0.0186,0,0
p22077,0.0153,-0.0287,-0.026,-0.0237,0,0
p22079,0.0103,-0.0434,-0.0351,-0.0307,0,0
p22081,0.0104,-0.0453,-0.037,-0.0316,0,0
p22083,0.0163,-0.0326,-0.0289,-0.0244,0,0
p22085,0.0071,-0.0522,-0.0409,-0.0354,0,0
p22087,0.0199,-0.0153,-0.018,-0.0177,0,0
p22089,0.0281,-0.0026,-0.0114,-0.0114,0,0
p22091,0.0175,-0.0219,-0.0215,-0.0205,0,0
p22093,0.0243,-0.01,-0.0155,-0.0145,0,0
p22095,0.026,-0.0062,-0.0131,-0.013,0,0
p22097,0.0131,-0.0347,-0.0297,-0.0266,0,0
p22099,0.0159,-0.0259,-0.0246,-0.0226,0,0
p22101,0.0176,-0.0229,-0.0226,-0.0211,0,0
p22103,0.0198,-0.0158,-0.018,-0.0178,0,0
p22105,0.0193,-0.0174,-0.0192,-0.0186,0,0
p22107,0.0143,-0.0326,-0.0284,-0.025,0,0
p22109,0.0213,-0.0151,-0.0183,-0.0174,0,0
p22111,0.0198,-0.0297,-0.0276,-0.0218,0,0
p22113,0.0105,-0.0394,-0.0328,-0.0295,0,0
p22115,0.0067,-0.0524,-0.0409,-0.0357,0,0
p22117,0.013,-0.0271,-0.024,-0.0231,0,0
p22119,0.0139,-0.0392,-0.0338,-0.028,0,0
p22121,0.0177,-0.0223,-0.0223,-0.0207,0,0
p22123,0.0184,-0.0301,-0.0274,-0.0226,0,0
p22125,0.0158,-0.0267,-0.0248,-0.0227,0,0
p22127,0.0129,-0.0387,-0.0327,-0.0279,0,0
p23001,0.0205,0.0621,0.0323,0.0291,0,0
p23003,0.0454,0.137,0.0829,0.0741,0,0
p23005,0.0146,0.0441,0.0196,0.0183,0,0
p23007,0.0384,0.1051,0.0608,0.0544,0,0
p23009,0.0373,0.1212,0.0733,0.0656,0,0
p23011,0.0274,0.0831,0.0467,0.0419,0,0
p23013,0.0285,0.0929,0.0538,0.0482,0,0
p23015,0.0236,0.0755,0.0417,0.0378,0,0
p23017,0.0334,0.0908,0.0511,0.0457,0,0
p23019,0.0398,0.1223,0.0733,0.0655,0,0
p23021,0.0421,0.1244,0.0743,0.0664,0,0
p23023,0.0178,0.056,0.0281,0.0258,0,0
p23025,0.0411,0.1166,0.0686,0.0615,0,0
p23027,0.0321,0.1005,0.0588,0.0525,0,0
p23029,0.0415,0.1358,0.0831,0.0743,0,0
p23031,0.0244,0.0754,0.042,0.0367,0,0
p24001,0.0119,0.057,0.0359,0.0304,0,0
p24003,0.0115,0.0465,0.0269,0.0234,0,0
p24005,0.0123,0.049,0.0257,0.0235,0,0
p24009,0.0134,0.059,0.0386,0.0331,0,0
p24011,0.0153,0.1324,0.0909,0.0823,0,0
p24013,0.0139,0.0587,0.0348,0.0308,0,0
p24015,0.0231,0.1442,0.0979,0.0887,0,0
p24017,0.011,0.0376,0.0239,0.0199,0,0
p24019,0.0165,0.0994,0.0668,0.0595,0,0
p24021,0.0139,0.0595,0.0376,0.0322,0,0
p24023,0.0108,0.0535,0.0331,0.0283,0,0
p24025,0.0169,0.0865,0.0545,0.0491,0,0
p24027,0.0114,0.0426,0.024,0.0204,0,0
p24029,0.0147,0.105,0.0691,0.0629,0,0
p24031,0.0109,0.0409,0.0266,0.0208,0,0
p24033,0.0105,0.0351,0.0226,0.0179,0,0
p24035,0.0145,0.1101,0.0739,0.067,0,0
p24037,0.0146,0.069,0.0454,0.0397,0,0
p24039,0.0193,0.1137,0.0764,0.0688,0,0
p24041,0.0141,0.0873,0.0579,0.0516,0,0
p24043,0.0136,0.0626,0.0401,0.0348,0,0
p24045,0.0194,0.1296,0.0883,0.0796,0,0
p24047,0.0224,0.1412,0.0961,0.0866,0,0
p24510,0.01,0.03,0.01,0.01,0,0
p25001,0.0511,0.2009,0.1314,0.1173,0,0
p25003,0.0531,0.211,0.1366,0.1197,0,0
p25005,0.0455,0.1817,0.1165,0.1047,0,0
p25007,0.0497,0.1993,0.1295,0.1158,0,0
p25009,0.0549,0.2095,0.1399,0.1242,0,0
p25011,0.0502,0.1837,0.1178,0.1029,0,0
p25013,0.0513,0.2048,0.133,0.1149,0,0
p25015,0.0513,0.1984,0.1284,0.112,0,0
p25017,0.0561,0.217,0.1453,0.1291,0,0
p25019,0.051,0.201,0.131,0.117,0,0
p25021,0.0595,0.2414,0.163,0.1461,0,0
p25023,0.055,0.2205,0.1467,0.1314,0,0
p25025,0.069,0.284,0.195,0.1755,0,0
p25027,0.0488,0.1835,0.1188,0.1046,0,0
p26001,0.0123,0.0841,0.0547,0.0482,0,0
p26003,0.0063,0.0937,0.0638,0.0561,0,0
p26005,0.007,0.0446,0.0233,0.021,0,0
p26007,0.0122,0.0856,0.0558,0.0491,0,0
p26009,0.008,0.0865,0.0573,0.0506,0,0
p26011,0.0121,0.0798,0.0519,0.0456,0,0
p26013,0.0059,0.095,0.065,0.057,0,0
p26015,0.0053,0.0358,0.0179,0.0161,0,0
p26017,0.012,0.0763,0.0497,0.0438,0,0
p26019,0.005,0.0867,0.0587,0.0514,0,0
p26021,0.0345,0.1752,0.1083,0.0983,0,0
p26023,0.0161,0.0823,0.0505,0.0452,0,0
p26025,0.0122,0.0674,0.0407,0.0362,0,0
p26027,0.0243,0.1225,0.0747,0.0677,0,0
p26029,0.0085,0.0881,0.0585,0.0516,0,0
p26031,0.0104,0.0911,0.0604,0.0534,0,0
p26033,0.0108,0.0947,0.0631,0.0556,0,0
p26035,0.0084,0.0642,0.0395,0.035,0,0
p26037,0.0089,0.0548,0.0328,0.0292,0,0
p26039,0.0094,0.0792,0.051,0.045,0,0
p26041,0.0034,0.093,0.0648,0.0567,0,0
p26043,0.0024,0.0939,0.0661,0.0578,0,0
p26045,0.0088,0.0527,0.031,0.0275,0,0
p26047,0.0089,0.0899,0.0597,0.0527,0,0
p26049,0.0155,0.0885,0.0608,0.0534,0,0
p26051,0.0101,0.0704,0.0446,0.0394,0,0
p26053,0.006,0.095,0.0651,0.0571,0,0
p26055,0.0073,0.0836,0.0552,0.0487,0,0
p26057,0.0086,0.0553,0.0333,0.0295,0,0
p26059,0.0155,0.0808,0.0519,0.0459,0,0
p26061,0.0066,0.095,0.0651,0.0572,0,0
p26063,0.0143,0.0866,0.0581,0.051,0,0
p26065,0.0128,0.0728,0.0473,0.0418,0,0
p26067,0.0038,0.0297,0.0143,0.0127,0,0
p26069,0.0127,0.0834,0.0545,0.0479,0,0
p26071,0.0039,0.0946,0.066,0.0579,0,0
p26073,0.0078,0.0556,0.0332,0.0295,0,0
p26075,0.0148,0.0813,0.0536,0.0472,0,0
p26077,0.0112,0.0635,0.0367,0.0328,0,0
p26079,0.0085,0.0805,0.0523,0.0462,0,0
p26081,0.0011,0.0156,0.0039,0.0036,0,0
p26083,0.0075,0.0959,0.0645,0.0572,0,0
p26085,0.0065,0.065,0.0402,0.0356,0,0
p26087,0.0169,0.096,0.0672,0.0591,0,0
p26089,0.0058,0.0885,0.06,0.0527,0,0
p26091,0.0166,0.0884,0.0598,0.0527,0,0
p26093,0.0164,0.091,0.0629,0.0554,0,0
p26095,0.0084,0.093,0.0624,0.055,0,0
p26097,0.0087,0.0921,0.0617,0.0544,0,0
p26099,0.0192,0.1059,0.0764,0.0668,0,0
p26101,0.0058,0.0822,0.0546,0.0481,0,0
p26103,0.0051,0.0942,0.065,0.057,0,0
p26105,0.0059,0.0772,0.0502,0.0442,0,0
p26107,0.0057,0.0462,0.0262,0.0229,0,0
p26109,-0.0005,0.093,0.0669,0.0581,0,0
p26111,0.0103,0.0666,0.0418,0.037,0,0
p26113,0.0081,0.0721,0.0458,0.0403,0,0
p26115,0.0185,0.1004,0.0712,0.0625,0,0
p26117,0.0047,0.0361,0.0188,0.0166,0,0
p26119,0.0108,0.0847,0.0554,0.0488,0,0
p26121,0.0054,0.044,0.0238,0.0211,0,0
p26123,0.0045,0.0413,0.0223,0.0198,0,0
p26125,0.0186,0.1027,0.0734,0.0643,0,0
p26127,0.0069,0.0643,0.0391,0.0346,0,0
p26129,0.0112,0.0788,0.0507,0.0448,0,0
p26131,0.0062,0.095,0.0652,0.0573,0,0
p26133,0.0073,0.0623,0.0381,0.0336,0,0
p26135,0.011,0.0822,0.0531,0.047,0,0
p26137,0.0095,0.086,0.0566,0.05,0,0
p26139,0.0026,0.025,0.0102,0.009,0,0
p26141,0.0115,0.0881,0.0576,0.0508,0,0
p26143,0.0094,0.0733,0.0465,0.041,0,0
p26145,0.0124,0.0748,0.0487,0.0431,0,0
p26147,0.0181,0.101,0.0716,0.0627,0,0
p26149,0.0179,0.0921,0.0558,0.05,0,0
p26151,0.0161,0.0929,0.0638,0.056,0,0
p26153,0.0063,0.0929,0.0633,0.0556,0,0
p26155,0.0131,0.0751,0.0493,0.0434,0,0
p26157,0.0147,0.0868,0.0587,0.0517,0,0
p26159,0.0174,0.0939,0.0559,0.0505,0,0
p26161,0.0178,0.0967,0.0679,0.0595,0,0
p26163,0.0198,0.1083,0.0785,0.0686,0,0
p26165,0.0071,0.0747,0.0481,0.0425,0,0
p27001,0.0076,0.0958,0.0668,0.0593,0,0
p27003,0.01,0.1166,0.0868,0.077,0,0
p27005,0.003,0.0742,0.0484,0.0432,0,0
p27007,0.0033,0.076,0.0493,0.044,0,0
p27009,0.0088,0.104,0.075,0.0668,0,0
p27011,0.0007,0.0576,0.0372,0.0328,0,0
p27013,0.0077,0.0818,0.0554,0.0488,0,0
p27015,0.0076,0.083,0.0566,0.0497,0,0
p27017,0.008,0.0965,0.0674,0.0595,0,0
p27019,0.0095,0.1125,0.0828,0.0737,0,0
p27021,0.0057,0.0865,0.0586,0.0521,0,0
p27023,0.0034,0.0697,0.0474,0.0416,0,0
p27025,0.0095,0.1134,0.0837,0.0744,0,0
p27027,-0.0013,0.0558,0.0352,0.0314,0,0
p27029,0.0029,0.0742,0.048,0.0429,0,0
p27031,0.007,0.0926,0.0621,0.0551,0,0
p27033,0.0039,0.0589,0.0377,0.0325,0,0
p27035,0.0071,0.0934,0.065,0.0577,0,0
p27037,0.01,0.1163,0.0864,0.0766,0,0
p27039,0.0081,0.0856,0.0589,0.0519,0,0
p27041,0.0031,0.0722,0.0492,0.0434,0,0
p27043,0.0072,0.0673,0.0426,0.037,0,0
p27045,0.0065,0.057,0.0334,0.0288,0,0
p27047,0.0078,0.067,0.0421,0.0369,0,0
p27049,0.0091,0.1051,0.0763,0.0675,0,0
p27051,0.0011,0.0621,0.041,0.0363,0,0
p27053,0.01,0.1172,0.0873,0.0777,0,0
p27055,0.0076,0.0618,0.0356,0.0313,0,0
p27057,0.0044,0.0805,0.0535,0.0476,0,0
p27059,0.0091,0.1119,0.0821,0.0729,0,0
p27061,0.0063,0.0868,0.0582,0.0518,0,0
p27063,0.0043,0.0538,0.0325,0.028,0,0
p27065,0.009,0.1052,0.076,0.0674,0,0
p27067,0.0055,0.0829,0.0584,0.0516,0,0
p27069,-0.0023,0.0545,0.0332,0.0298,0,0
p27071,0.005,0.0814,0.0533,0.0474,0,0
p27073,0.0016,0.0587,0.0383,0.0334,0,0
p27075,0.007,0.0901,0.0603,0.0534,0,0
p27077,0.0027,0.0734,0.0469,0.0419,0,0
p27079,0.0089,0.1023,0.0736,0.0652,0,0
p27081,0.0015,0.0509,0.0315,0.027,0,0
p27083,0.0025,0.0567,0.0366,0.0318,0,0
p27085,0.009,0.1044,0.0754,0.0669,0,0
p27087,0.0022,0.0711,0.0456,0.0408,0,0
p27089,-0.0006,0.061,0.0378,0.0339,0,0
p27091,0.0065,0.0642,0.04,0.0348,0,0
p27093,0.0086,0.1004,0.0717,0.0635,0,0
p27095,0.0087,0.1049,0.0756,0.0671,0,0
p27097,0.0074,0.0964,0.068,0.0603,0,0
p27099,0.0065,0.0607,0.0371,0.0322,0,0
p27101,0.0022,0.0494,0.0303,0.026,0,0
p27103,0.0083,0.0935,0.0657,0.058,0,0
p27105,0.002,0.0428,0.0248,0.0207,0,0
p27107,-0.0005,0.0606,0.038,0.034,0,0
p27109,0.0077,0.0793,0.0528,0.0463,0,0
p27111,0.0025,0.0707,0.0469,0.0415,0,0
p27113,0.001,0.0671,0.042,0.0379,0,0
p27115,0.0084,0.1026,0.0733,0.0651,0,0
p27117,0.0011,0.0448,0.0265,0.0226,0,0
p27119,-0.0005,0.0614,0.0381,0.0342,0,0
p27121,0.0032,0.0721,0.0496,0.0435,0,0
p27123,0.01,0.1195,0.0895,0.0795,0,0
p27125,0.001,0.0671,0.0423,0.0377,0,0
p27127,0.0041,0.0672,0.0453,0.0395,0,0
p27129,0.0064,0.0842,0.0587,0.0517,0,0
p27131,0.009,0.1051,0.0763,0.0676,0,0
p27133,0.0014,0.0386,0.0212,0.018,0,0
p27135,0.0011,0.0678,0.0424,0.038,0,0
p27137,0.0068,0.0892,0.0599,0.0532,0,0
p27139,0.0098,0.1136,0.0842,0.0746,0,0
p27141,0.0091,0.1107,0.0814,0.0722,0,0
p27143,0.0087,0.101,0.0724,0.0641,0,0
p27145,0.0074,0.0954,0.0676,0.0599,0,0
p27147,0.0083,0.0878,0.061,0.0538,0,0
p27149,0.0018,0.0633,0.0421,0.037,0,0
p27151,0.003,0.0688,0.0466,0.0411,0,0
p27153,0.0061,0.0884,0.0608,0.0542,0,0
p27155,0,0.0565,0.0364,0.0321,0,0
p27157,0.0086,0.0932,0.0652,0.0576,0,0
p27159,0.0052,0.0838,0.0567,0.0504,0,0
p27161,0.0081,0.0869,0.06,0.0529,0,0
p27163,0.01,0.1187,0.0887,0.0788,0,0
p27165,0.0071,0.0747,0.0491,0.0431,0,0
p27167,-0.0009,0.0557,0.0356,0.0316,0,0
p27169,0.0078,0.0755,0.0487,0.0427,0,0
p27171,0.0092,0.1102,0.081,0.0717,0,0
p27173,0.0026,0.0612,0.0403,0.0351,0,0
p28001,0.014,-0.0312,-0.0273,-0.0246,0,0
p28003,0.0247,-0.0085,-0.0138,-0.0102,0,0
p28005,0.0148,-0.0269,-0.0245,-0.0226,0,0
p28007,0.0184,-0.0204,-0.0209,-0.0173,0,0
p28009,0.0264,-0.006,-0.0124,-0.0081,0,0
p28011,0.0254,-0.0199,-0.0221,-0.0157,0,0
p28013,0.0235,-0.0109,-0.0155,-0.0118,0,0
p28015,0.0216,-0.0168,-0.0192,-0.0149,0,0
p28017,0.0221,-0.0115,-0.016,-0.0127,0,0
p28019,0.0192,-0.018,-0.0196,-0.0161,0,0
p28021,0.0139,-0.032,-0.028,-0.025,0,0
p28023,0.0076,-0.0363,-0.0294,-0.0274,0,0
p28025,0.019,-0.0179,-0.0198,-0.0165,0,0
p28027,0.0274,-0.015,-0.0189,-0.0129,0,0
p28029,0.0123,-0.0322,-0.0277,-0.025,0,0
p28031,0.0073,-0.0369,-0.0293,-0.0278,0,0
p28033,0.0284,-0.0072,-0.0134,-0.0081,0,0
p28035,0.0023,-0.043,-0.0321,-0.0311,0,0
p28037,0.0138,-0.0301,-0.0265,-0.024,0,0
p28039,-0.0044,-0.0524,-0.0366,-0.0359,0,0
p28041,-0.0004,-0.0465,-0.0337,-0.0327,0,0
p28043,0.0237,-0.0122,-0.0162,-0.0121,0,0
p28045,0.0058,-0.0366,-0.0286,-0.0281,0,0
p28047,-0.0069,-0.0553,-0.0377,-0.0376,0,0
p28049,0.0134,-0.0327,-0.028,-0.0249,0,0
p28051,0.0193,-0.0217,-0.0221,-0.0179,0,0
p28053,0.0212,-0.021,-0.0219,-0.0172,0,0
p28055,0.0184,-0.0271,-0.0256,-0.0208,0,0
p28057,0.0213,-0.0123,-0.0167,-0.0138,0,0
p28059,-0.008,-0.0571,-0.0386,-0.0384,0,0
p28061,0.0082,-0.0361,-0.0293,-0.0271,0,0
p28063,0.0138,-0.0316,-0.0275,-0.0247,0,0
p28065,0.0091,-0.0348,-0.0282,-0.0266,0,0
p28067,0.0053,-0.0394,-0.0305,-0.029,0,0
p28069,0.0135,-0.0259,-0.024,-0.0212,0,0
p28071,0.0252,-0.0089,-0.0145,-0.0103,0,0
p28073,0.0047,-0.0394,-0.0301,-0.0292,0,0
p28075,0.0104,-0.0318,-0.0273,-0.0247,0,0
p28077,0.011,-0.0322,-0.0272,-0.0254,0,0
p28079,0.0145,-0.0278,-0.0253,-0.0219,0,0
p28081,0.0225,-0.011,-0.0155,-0.0125,0,0
p28083,0.0232,-0.0182,-0.0204,-0.0153,0,0
p28085,0.0125,-0.0305,-0.0265,-0.0245,0,0
p28087,0.0159,-0.0235,-0.0231,-0.02,0,0
p28089,0.0137,-0.0321,-0.028,-0.0243,0,0
p28091,0.0088,-0.0342,-0.0278,-0.0266,0,0
p28093,0.0267,-0.0064,-0.0126,-0.0083,0,0
p28095,0.0194,-0.0167,-0.0192,-0.0164,0,0
p28097,0.0209,-0.0171,-0.0191,-0.0152,0,0
p28099,0.015,-0.0238,-0.0227,-0.0198,0,0
p28101,0.0106,-0.0337,-0.0282,-0.0256,0,0
p28103,0.0152,-0.0237,-0.0231,-0.0201,0,0
p28105,0.0187,-0.0177,-0.0197,-0.0163,0,0
p28107,0.0263,-0.0099,-0.0152,-0.0104,0,0
p28109,0.0057,-0.0374,-0.0291,-0.0285,0,0
p28111,0.0002,-0.0459,-0.0333,-0.0327,0,0
p28113,0.0137,-0.0273,-0.0247,-0.0232,0,0
p28115,0.0234,-0.0102,-0.015,-0.0116,0,0
p28117,0.0232,-0.0107,-0.0153,-0.012,0,0
p28119,0.0267,-0.0124,-0.017,-0.0114,0,0
p28121,0.0119,-0.0332,-0.028,-0.0252,0,0
p28123,0.0115,-0.0334,-0.028,-0.0253,0,0
p28125,0.0202,-0.0234,-0.0234,-0.0187,0,0
p28127,0.0104,-0.0338,-0.0282,-0.0259,0,0
p28129,0.0092,-0.035,-0.0288,-0.0264,0,0
p28131,-0.0046,-0.0521,-0.0363,-0.0362,0,0
p28133,0.0238,-0.0197,-0.0213,-0.0158,0,0
p28135,0.0256,-0.0128,-0.0171,-0.0121,0,0
p28137,0.0275,-0.0085,-0.0142,-0.0092,0,0
p28139,0.0252,-0.0076,-0.0131,-0.0095,0,0
p28141,0.0226,-0.0119,-0.016,-0.0129,0,0
p28143,0.0282,-0.0112,-0.0164,-0.0103,0,0
p28145,0.0243,-0.0089,-0.0142,-0.0106,0,0
p28147,0.0117,-0.0299,-0.0257,-0.0244,0,0
p28149,0.0145,-0.0329,-0.0283,-0.0247,0,0
p28151,0.0232,-0.0216,-0.0226,-0.0172,0,0
p28153,0.0045,-0.0404,-0.0311,-0.0295,0,0
p28155,0.0204,-0.0166,-0.019,-0.015,0,0
p28157,0.0148,-0.0287,-0.0257,-0.0235,0,0
p28159,0.0174,-0.0198,-0.0204,-0.0173,0,0
p28161,0.0247,-0.0111,-0.0158,-0.0113,0,0
p28163,0.0159,-0.0303,-0.027,-0.023,0,0
p29001,0.0184,0.0661,0.0356,0.0317,0,0
p29003,0.0087,0.047,0.0289,0.0227,0,0
p29005,0.0044,0.0161,0.0018,-0.0006,0,0
p29007,0.037,0.0924,0.0518,0.0491,0,0
p29009,0.0182,0.0166,0.0035,0.0042,0,0
p29011,0.0124,0.0312,0.015,0.0121,0,0
p29013,0.0114,0.0515,0.0328,0.0261,0,0
p29015,0.0173,0.0521,0.0302,0.0259,0,0
p29017,0.0469,0.0737,0.0392,0.0405,0,0
p29019,0.0301,0.0807,0.0457,0.0423,0,0
p29021,0.0099,0.0577,0.0386,0.0308,0,0
p29023,0.0391,0.0448,0.0209,0.0235,0,0
p29025,0.0108,0.0574,0.0374,0.03,0,0
p29027,0.0392,0.0927,0.0521,0.0498,0,0
p29029,0.0239,0.0547,0.0294,0.027,0,0
p29031,0.0465,0.0716,0.0378,0.0394,0,0
p29033,0.0138,0.0608,0.0384,0.0317,0,0
p29035,0.0401,0.052,0.0255,0.0278,0,0
p29037,0.0105,0.0622,0.0425,0.0341,0,0
p29039,0.0149,0.0393,0.021,0.0176,0,0
p29041,0.0191,0.0663,0.0387,0.0337,0,0
p29043,0.022,0.0273,0.0107,0.0112,0,0
p29045,0.0212,0.0722,0.0377,0.035,0,0
p29047,0.01,0.068,0.0482,0.0384,0,0
p29049,0.01,0.0618,0.042,0.0337,0,0
p29051,0.0323,0.0759,0.0423,0.0398,0,0
p29053,0.023,0.0682,0.0397,0.0353,0,0
p29055,0.0502,0.0938,0.0519,0.0522,0,0
p29057,0.0151,0.0327,0.0154,0.0131,0,0
p29059,0.0212,0.0454,0.0234,0.0212,0,0
p29061,0.0115,0.0575,0.035,0.0288,0,0
p29063,0.0098,0.0538,0.0345,0.0275,0,0
p29065,0.0438,0.076,0.0411,0.0417,0,0
p29067,0.0274,0.0311,0.0125,0.0141,0,0
p29069,0.035,0.0253,0.0086,0.012,0,0
p29071,0.0577,0.1131,0.0638,0.0636,0,0
p29073,0.0497,0.099,0.0555,0.0548,0,0
p29075,0.0093,0.0453,0.0257,0.0203,0,0
p29077,0.0194,0.0328,0.0147,0.0138,0,0
p29079,0.0133,0.0579,0.0333,0.028,0,0
p29081,0.0112,0.0502,0.0274,0.0227,0,0
p29083,0.0134,0.0539,0.0337,0.0277,0,0
p29085,0.0175,0.0467,0.0257,0.0223,0,0
p29087,0.007,0.0339,0.0172,0.0127,0,0
p29089,0.0239,0.0728,0.0419,0.0376,0,0
p29091,0.0317,0.0313,0.0122,0.0147,0,0
p29093,0.0499,0.0857,0.0469,0.0477,0,0
p29095,0.01,0.0682,0.0482,0.0386,0,0
p29097,0.0127,0.0242,0.0094,0.0074,0,0
p29099,0.0652,0.1304,0.0743,0.0743,0,0
p29101,0.0121,0.0596,0.0394,0.0318,0,0
p29103,0.0221,0.0702,0.0369,0.0337,0,0
p29105,0.0272,0.0518,0.0267,0.0257,0,0
p29107,0.0115,0.0613,0.041,0.0333,0,0
p29109,0.016,0.026,0.01,0.0091,0,0
p29111,0.0259,0.0777,0.0415,0.0386,0,0
p29113,0.0564,0.1208,0.0688,0.0674,0,0
p29115,0.0169,0.0646,0.0373,0.0322,0,0
p29117,0.0141,0.0615,0.0375,0.0315,0,0
p29119,0.0141,0.0115,0.0001,0.0002,0,0
p29121,0.0216,0.0696,0.0383,0.0345,0,0
p29123,0.05,0.0857,0.0466,0.0476,0,0
p29125,0.0386,0.0762,0.0414,0.0406,0,0
p29127,0.0313,0.0858,0.0467,0.0441,0,0
p29129,0.0127,0.0528,0.0282,0.0238,0,0
p29131,0.0291,0.0633,0.0341,0.0324,0,0
p29133,0.0364,0.0343,0.0146,0.0176,0,0
p29135,0.026,0.0688,0.0389,0.0353,0,0
p29137,0.0304,0.0843,0.0467,0.0436,0,0
p29139,0.0485,0.1085,0.0613,0.0596,0,0
p29141,0.0214,0.0567,0.0318,0.0283,0,0
p29143,0.0354,0.0307,0.0122,0.0154,0,0
p29145,0.0129,0.0176,0.0043,0.0034,0,0
p29147,0.0068,0.0294,0.013,0.0092,0,0
p29149,0.0351,0.036,0.015,0.0178,0,0
p29151,0.0401,0.083,0.0455,0.0444,0,0
p29153,0.0276,0.0215,0.006,0.0087,0,0
p29155,0.0339,0.0219,0.0066,0.01,0,0
p29157,0.0536,0.0944,0.0519,0.0527,0,0
p29159,0.0161,0.0558,0.0339,0.0285,0,0
p29161,0.0415,0.0779,0.0423,0.0422,0,0
p29163,0.0466,0.1079,0.0606,0.0586,0,0
p29165,0.01,0.0661,0.0462,0.037,0,0
p29167,0.0178,0.041,0.021,0.0184,0,0
p29169,0.0342,0.0637,0.0338,0.0332,0,0
p29171,0.0151,0.0578,0.0303,0.0264,0,0
