r,BATTERY|PVB,COAL|BIO,COMBINED_CYCLE,COMBUSTION_TURBINE|CONSUME|LFILL|OGS,NUCLEAR,TES|CSP
p39017,-0.0047,-0.0109,-0.0139,-0.014,0,0
p39019,0.0073,0.0338,0.0198,0.0166,0,0
p39021,0.0072,0.0267,0.0122,0.0101,0,0
p39023,0.0042,0.0171,0.0058,0.0042,0,0
p39025,-0.0065,-0.0137,-0.0156,-0.0156,0,0
p39027,-0.0023,-0.0019,-0.0075,-0.008,0,0
p39029,0.0073,0.0392,0.0235,0.0195,0,0
p39031,0.0064,0.028,0.0156,0.0128,0,0
p39033,0.0129,0.0596,0.0374,0.0326,0,0
p39035,0.0135,0.0693,0.0468,0.0407,0,0
p39037,0.0095,0.0229,0.0094,0.0078,0,0
p39039,0.0163,0.0755,0.0473,0.0421,0,0
p39041,0.0085,0.0377,0.0208,0.018,0,0
p39043,0.0163,0.0826,0.0562,0.0496,0,0
p39045,0.0049,0.022,0.0099,0.0083,0,0
p39047,0.0018,0.0108,0.0015,0.0002,0,0
p39049,0.0064,0.0283,0.0136,0.0116,0,0
p39051,0.0161,0.0833,0.0551,0.0486,0,0
p39053,0.0011,0.0143,0.0053,0.0053,0,0
p39055,0.0114,0.0614,0.0413,0.0352,0,0
p39057,0.001,0.0067,-0.0019,-0.0029,0,0
p39059,0.0054,0.0243,0.0127,0.0106,0,0
p39061,-0.0089,-0.0184,-0.0189,-0.0189,0,0
p39063,0.0141,0.0643,0.0406,0.0357,0,0
p39065,0.012,0.0503,0.0296,0.0258,0,0
p39067,0.006,0.0284,0.0154,0.013,0,0
p39069,0.0157,0.0768,0.0499,0.0439,0,0
p39071,-0.0007,0,-0.0062,-0.0066,0,0
p39073,0.0029,0.0138,0.0047,0.0036,0,0
p39075,0.0074,0.0333,0.0199,0.0167,0,0
p39077,0.0146,0.0713,0.0469,0.0411,0,0
p39079,0.0019,0.0101,0.0019,0.0017,0,0
p39081,0.0058,0.0337,0.0192,0.0158,0,0
p39083,0.0094,0.0428,0.0246,0.0214,0,0
p39085,0.0127,0.069,0.0472,0.0402,0,0
p39087,0.0019,0.0116,0.0033,0.0034,0,0
p39089,0.0063,0.0283,0.0146,0.0124,0,0
p39091,0.0098,0.0377,0.0203,0.0174,0,0
p39093,0.0153,0.0769,0.0514,0.045,0,0
p39095,0.0172,0.0911,0.0628,0.0551,0,0
p39097,0.0055,0.023,0.01,0.008,0,0
p39099,0.0084,0.0451,0.0282,0.0238,0,0
p39101,0.0111,0.0481,0.0287,0.0249,0,0
p39103,0.0114,0.0557,0.0364,0.0313,0,0
p39105,0.0019,0.0163,0.0066,0.0059,0,0
p39107,0.0133,0.0422,0.0226,0.0199,0,0
p39109,0.0065,0.0198,0.0074,0.0058,0,0
p39111,0.0042,0.022,0.0107,0.0088,0,0
p39113,0.0016,0.0044,-0.0033,-0.0042,0,0
p39115,0.0037,0.0184,0.0083,0.0069,0,0
p39117,0.0107,0.0484,0.0289,0.025,0,0
p39119,0.0051,0.0218,0.0109,0.009,0,0
p39121,0.0043,0.0213,0.0101,0.0086,0,0
p39123,0.0171,0.0916,0.0639,0.0563,0,0
p39125,0.0155,0.069,0.0427,0.0377,0,0
p39127,0.0038,0.0173,0.0074,0.006,0,0
p39129,0.0043,0.0202,0.0081,0.0064,0,0
p39131,0.0015,0.0032,-0.0035,-0.0034,0,0
p39133,0.0091,0.0491,0.0319,0.0274,0,0
p39135,0.0022,0.0034,-0.0039,-0.0047,0,0
p39137,0.0144,0.066,0.0412,0.0364,0,0
p39139,0.0121,0.0571,0.0356,0.0312,0,0
p39141,0.0024,0.0111,0.0018,0.001,0,0
p39143,0.0163,0.083,0.0565,0.0496,0,0
p39145,0.0018,0.0047,-0.0023,-0.0017,0,0
p39147,0.0149,0.0718,0.047,0.0413,0,0
p39149,0.0096,0.0323,0.0163,0.0138,0,0
p39151,0.0078,0.0395,0.0246,0.0208,0,0
p39153,0.0096,0.0484,0.0316,0.0273,0,0
p39155,0.0104,0.0568,0.037,0.0315,0,0
p39157,0.0065,0.0312,0.018,0.015,0,0
p39159,0.0088,0.0369,0.0199,0.017,0,0
p39161,0.0148,0.0591,0.0351,0.0311,0,0
p39163,0.002,0.0124,0.0037,0.0029,0,0
p39165,-0.0046,-0.0091,-0.0125,-0.0127,0,0
p39167,0.0031,0.0186,0.0084,0.0072,0,0
p39169,0.0094,0.044,0.0275,0.0236,0,0
p39171,0.0162,0.0802,0.0512,0.0452,0,0
p39173,0.0158,0.0809,0.0542,0.0477,0,0
p39175,0.013,0.0587,0.0366,0.0319,0,0
p40001,0.0131,-0.0062,-0.0122,-0.0102,0,0
p40003,-0.0018,-0.0194,-0.0225,-0.0232,0,0
p40005,0.0028,-0.0293,-0.0271,-0.0254,0,0
p40007,-0.0003,-0.0135,-0.018,-0.0183,0,0
p40009,-0.0028,-0.0298,-0.0281,-0.0276,0,0
p40011,-0.0065,-0.0389,-0.0335,-0.0335,0,0
p40013,0.0026,-0.0315,-0.0283,-0.0264,0,0
p40015,-0.0074,-0.043,-0.0359,-0.0357,0,0
p40017,-0.009,-0.0471,-0.0382,-0.0381,0,0
p40019,-0.0031,-0.0367,-0.0319,-0.0312,0,0
p40021,0.0094,-0.0094,-0.0143,-0.0131,0,0
p40023,0.0066,-0.0279,-0.0261,-0.0234,0,0
p40025,0.0007,-0.0037,-0.0113,-0.012,0,0
p40027,-0.0094,-0.0481,-0.0389,-0.0389,0,0
p40029,-0.0004,-0.0327,-0.0294,-0.0284,0,0
p40031,-0.006,-0.0402,-0.0342,-0.0338,0,0
p40033,-0.0046,-0.0382,-0.0329,-0.0323,0,0
p40035,0.0074,0.0046,-0.0054,-0.0061,0,0
p40037,-0.0027,-0.0296,-0.0276,-0.0274,0,0
p40039,-0.005,-0.0349,-0.0311,-0.0309,0,0
p40041,0.0106,0.0038,-0.0056,-0.0057,0,0
p40043,-0.0043,-0.031,-0.0288,-0.0288,0,0
p40045,-0.0018,-0.0208,-0.0225,-0.0228,0,0
p40047,-0.0043,-0.0304,-0.0287,-0.0288,0,0
p40049,-0.0063,-0.042,-0.0352,-0.0349,0,0
p40051,-0.008,-0.0452,-0.037,-0.0369,0,0
p40053,-0.0014,-0.0176,-0.0219,-0.0222,0,0
p40055,-0.0031,-0.0316,-0.0288,-0.0286,0,0
p40057,-0.002,-0.029,-0.0275,-0.027,0,0
p40059,-0.0011,-0.0164,-0.0201,-0.0204,0,0
p40061,0.009,-0.018,-0.0201,-0.0177,0,0
p40063,-0.002,-0.0338,-0.0299,-0.0292,0,0
p40065,-0.003,-0.0327,-0.0294,-0.0291,0,0
p40067,-0.0028,-0.0359,-0.0314,-0.0306,0,0
p40069,-0.0011,-0.0342,-0.0302,-0.0292,0,0
p40071,-0.0005,-0.015,-0.0205,-0.0208,0,0
p40073,-0.0077,-0.043,-0.0359,-0.0359,0,0
p40075,-0.0049,-0.0367,-0.0321,-0.0317,0,0
p40077,0.0085,-0.0207,-0.0219,-0.0196,0,0
p40079,0.0141,-0.018,-0.0201,-0.0166,0,0
p40081,-0.0076,-0.0431,-0.0359,-0.0357,0,0
p40083,-0.0082,-0.0445,-0.0366,-0.0366,0,0
p40085,-0.001,-0.0346,-0.0304,-0.0293,0,0
p40087,-0.0088,-0.0471,-0.038,-0.038,0,0
p40089,0.013,-0.0238,-0.0237,-0.0197,0,0
p40091,0.0032,-0.0238,-0.0237,-0.0227,0,0
p40093,-0.0038,-0.0282,-0.0273,-0.0274,0,0
p40095,0.0001,-0.0332,-0.0295,-0.0283,0,0
p40097,0.007,-0.0045,-0.0112,-0.0111,0,0
p40099,-0.004,-0.0386,-0.0327,-0.0323,0,0
p40101,0.0061,-0.0174,-0.0195,-0.0181,0,0
p40103,-0.0036,-0.0287,-0.0277,-0.0279,0,0
p40105,0.0051,-0.0005,-0.0092,-0.0099,0,0
p40107,-0.0035,-0.0344,-0.0304,-0.0299,0,0
p40109,-0.0098,-0.0493,-0.0396,-0.0395,0,0
p40111,0.0003,-0.0249,-0.0244,-0.0239,0,0
p40113,0.0009,-0.0131,-0.0182,-0.0185,0,0
p40115,0.01,0.011,-0.0006,-0.0014,0,0
p40117,-0.0022,-0.0252,-0.0254,-0.0254,0,0
p40119,-0.0055,-0.0363,-0.0317,-0.0317,0,0
p40121,0.0032,-0.0264,-0.0254,-0.0239,0,0
p40123,-0.0037,-0.0376,-0.0322,-0.0318,0,0
p40125,-0.0077,-0.0446,-0.0367,-0.0366,0,0
p40127,0.0079,-0.0247,-0.0241,-0.0217,0,0
p40129,-0.0027,-0.0258,-0.0255,-0.0256,0,0
p40131,0.0046,-0.0078,-0.0136,-0.0137,0,0
p40133,-0.0052,-0.0395,-0.0336,-0.0334,0,0
p40135,0.0124,-0.0135,-0.0172,-0.0144,0,0
p40137,-0.0051,-0.0393,-0.0335,-0.0332,0,0
p40139,-0.0001,-0.0085,-0.0145,-0.015,0,0
p40141,-0.0039,-0.0355,-0.0314,-0.0307,0,0
p40143,0.0016,-0.0179,-0.0201,-0.0201,0,0
p40145,0.0044,-0.0137,-0.0174,-0.0169,0,0
p40147,0.0035,-0.0058,-0.0127,-0.0135,0,0
p40149,-0.0052,-0.0367,-0.0321,-0.032,0,0
p40151,-0.002,-0.0195,-0.0222,-0.0227,0,0
p40153,-0.0024,-0.0221,-0.0236,-0.0238,0,0
p41001,0.0314,0.07,0.0403,0.0374,0,0
p41003,0.0601,0.1586,0.1073,0.1046,0,0
p41005,0.06,0.1517,0.1018,0.1008,0,0
p41007,0.062,0.1593,0.1093,0.1068,0,0
p41009,0.0611,0.1545,0.1046,0.1032,0,0
p41011,0.0649,0.1935,0.1315,0.1236,0,0
p41013,0.0534,0.1435,0.0957,0.0907,0,0
p41015,0.0681,0.2161,0.1466,0.1364,0,0
p41017,0.0573,0.1557,0.1046,0.0995,0,0
p41019,0.0631,0.1839,0.1246,0.1175,0,0
p41021,0.0527,0.1341,0.09,0.0858,0,0
p41023,0.0406,0.0999,0.0626,0.0587,0,0
p41025,0.0445,0.12,0.0764,0.0709,0,0
p41027,0.06,0.1529,0.1035,0.1016,0,0
p41029,0.0666,0.2113,0.1426,0.1324,0,0
p41031,0.0572,0.1509,0.1019,0.0982,0,0
p41033,0.068,0.2171,0.1469,0.1364,0,0
p41035,0.0624,0.1903,0.1278,0.1189,0,0
p41037,0.0561,0.1648,0.1093,0.1015,0,0
p41039,0.0607,0.1646,0.1115,0.1069,0,0
p41041,0.0609,0.16,0.1085,0.1056,0,0
p41043,0.0597,0.156,0.1054,0.1028,0,0
p41045,0.0309,0.0697,0.039,0.0364,0,0
p41047,0.06,0.1528,0.1027,0.1014,0,0
p41049,0.0479,0.1208,0.0799,0.0751,0,0
p41051,0.06,0.1506,0.1007,0.1004,0,0
p41053,0.0601,0.155,0.1046,0.1029,0,0
p41055,0.0569,0.1481,0.1007,0.0968,0,0
p41057,0.061,0.1557,0.1055,0.1038,0,0
p41059,0.0416,0.1028,0.066,0.0607,0,0
p41061,0.0363,0.0865,0.0533,0.0486,0,0
p41063,0.0329,0.0765,0.0456,0.0408,0,0
p41065,0.0584,0.1513,0.1025,0.0996,0,0
p41067,0.0601,0.1514,0.1014,0.101,0,0
p41069,0.05,0.1298,0.0859,0.0815,0,0
p41071,0.0601,0.1526,0.1025,0.1018,0,0
p42001,0.0188,0.0904,0.0581,0.0518,0,0
p42003,0.0078,0.0431,0.0257,0.0217,0,0
p42005,0.0152,0.0715,0.0467,0.04,0,0
p42007,0.007,0.0373,0.0217,0.0179,0,0
p42009,0.0131,0.0646,0.0414,0.0357,0,0
p42011,0.0397,0.2034,0.1385,0.1243,0,0
p42013,0.0179,0.09,0.0595,0.0518,0,0
p42015,0.0256,0.1362,0.0874,0.0753,0,0
p42017,0.0554,0.2732,0.1891,0.1708,0,0
p42019,0.0118,0.0548,0.034,0.0286,0,0
p42021,0.0144,0.0743,0.0481,0.0416,0,0
p42023,0.021,0.1079,0.0716,0.062,0,0
p42025,0.031,0.1663,0.1091,0.0959,0,0
p42027,0.0207,0.1062,0.0705,0.0614,0,0
p42029,0.0431,0.2192,0.1525,0.1375,0,0
p42031,0.0162,0.0754,0.0495,0.0424,0,0
p42033,0.0196,0.1,0.0662,0.0575,0,0
p42035,0.021,0.1096,0.0725,0.0626,0,0
p42037,0.0271,0.1477,0.0961,0.0838,0,0
p42039,0.0148,0.0719,0.0475,0.0404,0,0
p42041,0.0229,0.1143,0.075,0.0668,0,0
p42043,0.028,0.1446,0.0961,0.0859,0,0
p42045,0.0548,0.264,0.187,0.1685,0,0
p42047,0.019,0.0965,0.0639,0.0551,0,0
p42049,0.015,0.0737,0.0487,0.0414,0,0
p42051,0.0099,0.0524,0.0321,0.0277,0,0
p42053,0.0175,0.085,0.0561,0.048,0,0
p42055,0.019,0.0918,0.06,0.0528,0,0
p42057,0.0155,0.0751,0.0486,0.0424,0,0
p42059,0.0054,0.0344,0.0195,0.0168,0,0
p42061,0.0209,0.1057,0.0699,0.0615,0,0
p42063,0.0145,0.0755,0.049,0.0425,0,0
p42065,0.0171,0.0858,0.0568,0.0487,0,0
p42067,0.0264,0.1349,0.0893,0.0793,0,0
p42069,0.012,0.0801,0.047,0.0366,0,0
p42071,0.0299,0.1558,0.1051,0.0946,0,0
p42073,0.0092,0.0466,0.0288,0.0238,0,0
p42075,0.0312,0.1603,0.1073,0.0963,0,0
p42077,0.0427,0.2185,0.1477,0.1325,0,0
p42079,0.0194,0.1129,0.0707,0.0592,0,0
p42081,0.0274,0.1435,0.0938,0.0818,0,0
p42083,0.0218,0.1059,0.0701,0.0605,0,0
p42085,0.0119,0.0597,0.0386,0.0326,0,0
p42087,0.0211,0.1076,0.0713,0.0624,0,0
p42089,0.0316,0.1695,0.1099,0.0961,0,0
p42091,0.0532,0.2589,0.1813,0.1634,0,0
p42093,0.0287,0.1553,0.102,0.0893,0,0
p42095,0.0476,0.2434,0.1635,0.1468,0,0
p42097,0.0299,0.1572,0.104,0.0921,0,0
p42099,0.0258,0.1324,0.0876,0.078,0,0
p42101,0.0593,0.2783,0.1983,0.1787,0,0
p42103,0.0366,0.1921,0.1253,0.1104,0,0
p42105,0.0285,0.1368,0.0894,0.078,0,0
p42107,0.0325,0.1713,0.1141,0.1012,0,0
p42109,0.0277,0.1445,0.0958,0.0848,0,0
p42111,0.012,0.0607,0.0384,0.0331,0,0
p42113,0.0233,0.1284,0.0821,0.0701,0,0
p42115,0.0216,0.12,0.0753,0.0636,0,0
p42117,0.0286,0.1466,0.0957,0.0835,0,0
p42119,0.0225,0.1195,0.079,0.069,0,0
p42121,0.0165,0.0778,0.0514,0.0439,0,0
p42123,0.0182,0.0883,0.0586,0.0501,0,0
p42125,0.0062,0.0341,0.0192,0.0158,0,0
p42127,0.0226,0.1263,0.0796,0.0672,0,0
p42129,0.0102,0.0556,0.0346,0.0298,0,0
p42131,0.0155,0.0944,0.0573,0.0465,0,0
p42133,0.0209,0.1038,0.0672,0.0603,0,0
p44001,0.045,0.181,0.116,0.1038,0,0
p44003,0.0428,0.1715,0.1085,0.097,0,0
p44005,0.045,0.181,0.116,0.1038,0,0
p44007,0.0428,0.1709,0.1083,0.0971,0,0
p44009,0.0464,0.1895,0.1217,0.1083,0,0
p45001,0.0171,-0.0109,-0.017,-0.0117,0,0
p45003,0.029,-0.0215,-0.0245,-0.0175,0,0
p45005,0.0411,-0.0297,-0.031,-0.0231,0,0
p45007,0.0162,-0.0089,-0.0155,-0.0106,0,0
p45009,0.045,-0.0307,-0.0319,-0.0234,0,0
p45011,0.0363,-0.0256,-0.0278,-0.0201,0,0
p45013,0.0573,-0.0365,-0.0367,-0.0274,0,0
p45015,0.0637,-0.0379,-0.038,-0.0284,0,0
p45017,0.0383,-0.0275,-0.0292,-0.0207,0,0
p45019,0.0675,-0.0392,-0.0392,-0.0294,0,0
p45021,0.0054,-0.017,-0.0187,-0.0102,0,0
p45023,0.006,-0.0191,-0.0202,-0.0113,0,0
p45025,0.0103,-0.0174,-0.0196,-0.0116,0,0
p45027,0.0461,-0.0309,-0.0319,-0.0232,0,0
p45029,0.0601,-0.0366,-0.037,-0.0277,0,0
p45031,0.0205,-0.0198,-0.022,-0.0143,0,0
p45033,0.0223,-0.0161,-0.0197,-0.013,0,0
p45035,0.0624,-0.0374,-0.0376,-0.0282,0,0
p45037,0.0225,-0.0168,-0.021,-0.0148,0,0
p45039,0.0125,-0.0198,-0.0215,-0.0132,0,0
p45041,0.0329,-0.0238,-0.0258,-0.018,0,0
p45043,0.0529,-0.032,-0.0331,-0.0244,0,0
p45045,0.0131,-0.0107,-0.0159,-0.0101,0,0
p45047,0.0177,-0.0146,-0.0192,-0.013,0,0
p45049,0.0485,-0.033,-0.0337,-0.0254,0,0
p45051,0.0362,-0.0223,-0.0252,-0.018,0,0
p45053,0.0498,-0.0344,-0.0346,-0.026,0,0
p45055,0.0153,-0.0208,-0.0224,-0.0142,0,0
p45057,0.0054,-0.019,-0.0202,-0.011,0,0
p45059,0.0138,-0.0152,-0.0192,-0.0122,0,0
p45061,0.0236,-0.0229,-0.0247,-0.0167,0,0
p45063,0.0251,-0.0219,-0.0242,-0.0167,0,0
p45065,0.0197,-0.0121,-0.0183,-0.0126,0,0
p45067,0.032,-0.0217,-0.0245,-0.0172,0,0
p45069,0.0164,-0.0155,-0.0187,-0.0117,0,0
p45071,0.0151,-0.0181,-0.0208,-0.0134,0,0
p45073,0.0172,-0.0035,-0.0122,-0.0085,0,0
p45075,0.0466,-0.031,-0.032,-0.0235,0,0
p45077,0.0157,-0.0068,-0.0138,-0.009,0,0
p45079,0.0241,-0.0227,-0.0246,-0.0166,0,0
p45081,0.0209,-0.0184,-0.0217,-0.0147,0,0
p45083,0.01,-0.0142,-0.0176,-0.0104,0,0
p45085,0.0332,-0.0261,-0.0276,-0.0194,0,0
p45087,0.0089,-0.0172,-0.0196,-0.0116,0,0
p45089,0.0492,-0.031,-0.0322,-0.0235,0,0
p45091,0.0025,-0.0189,-0.0198,-0.0101,0,0
p46003,-0.0041,0.0211,0.0086,0.0066,0,0
p46005,-0.0039,0.0295,0.0149,0.0128,0,0
p46007,-0.014,-0.0006,-0.0046,-0.0051,0,0
p46009,-0.0014,0.0171,0.0044,0.0025,0,0
p46011,0.0004,0.0454,0.0273,0.0235,0,0
p46013,-0.0056,0.0355,0.0189,0.0172,0,0
p46015,-0.0064,0.0177,0.0068,0.0051,0,0
p46017,-0.0069,0.0193,0.008,0.0064,0,0
p46019,-0.0172,-0.0043,-0.0068,-0.0069,0,0
p46021,-0.0097,0.0316,0.0153,0.0147,0,0
p46023,-0.0038,0.0167,0.0051,0.0031,0,0
p46025,-0.0028,0.036,0.0198,0.0172,0,0
p46027,0.0007,0.0189,0.0045,0.0025,0,0
p46029,-0.0014,0.0449,0.0269,0.0235,0,0
p46031,-0.011,0.0264,0.0118,0.0116,0,0
p46033,-0.0187,-0.0089,-0.0096,-0.0096,0,0
p46035,-0.0025,0.0248,0.0108,0.0088,0,0
p46037,-0.003,0.0412,0.0237,0.021,0,0
p46039,0.0003,0.0501,0.0311,0.027,0,0
p46041,-0.0113,0.0193,0.0077,0.0072,0,0
p46043,-0.0033,0.0189,0.0067,0.0047,0,0
p46045,-0.0081,0.03,0.0149,0.0138,0,0
p46047,-0.0167,-0.0088,-0.01,-0.01,0,0
p46049,-0.0076,0.0268,0.0132,0.0117,0,0
p46051,-0.0001,0.0522,0.0329,0.0288,0,0
p46053,-0.0058,0.0144,0.0041,0.0025,0,0
p46055,-0.015,0.0018,-0.0031,-0.0034,0,0
p46057,-0.0009,0.042,0.0245,0.0212,0,0
p46059,-0.0069,0.0231,0.0107,0.0091,0,0
p46061,-0.0018,0.0265,0.0122,0.0098,0,0
p46063,-0.014,0.0051,-0.0011,-0.0014,0,0
p46065,-0.0097,0.0162,0.0061,0.0051,0,0
p46067,-0.0012,0.0227,0.0086,0.0062,0,0
p46069,-0.0082,0.0207,0.0091,0.0077,0,0
p46071,-0.0152,-0.0019,-0.0055,-0.0057,0,0
p46073,-0.0047,0.024,0.011,0.009,0,0
p46075,-0.0119,0.0081,0.001,0.0002,0,0
p46077,-0.0015,0.0352,0.0191,0.0164,0,0
p46079,-0.0003,0.0339,0.0178,0.015,0,0
p46081,-0.0189,-0.0086,-0.0091,-0.0092,0,0
p46083,0.001,0.0248,0.0095,0.0071,0,0
p46085,-0.0088,0.0141,0.0046,0.0034,0,0
p46087,-0.0005,0.0287,0.0133,0.0108,0,0
p46089,-0.0081,0.0328,0.0165,0.0157,0,0
p46091,-0.0039,0.0425,0.0249,0.0223,0,0
p46093,-0.0182,-0.0056,-0.0075,-0.0075,0,0
p46095,-0.0116,0.0054,-0.001,-0.0017,0,0
p46097,-0.0015,0.0308,0.0156,0.0129,0,0
p46099,0.0008,0.0316,0.0153,0.0125,0,0
p46101,0.0008,0.0409,0.0233,0.0198,0,0
p46102,-0.0168,-0.0059,-0.0078,-0.008,0,0
p46103,-0.0188,-0.0079,-0.0089,-0.0089,0,0
p46105,-0.0139,0.0101,0.0019,0.0018,0,0
p46107,-0.0094,0.0235,0.0107,0.0097,0,0
p46109,-0.0014,0.0508,0.0316,0.028,0,0
p46111,-0.0026,0.0283,0.0137,0.0115,0,0
p46115,-0.0047,0.0325,0.0169,0.015,0,0
p46117,-0.0119,0.011,0.0029,0.002,0,0
p46119,-0.0099,0.0189,0.0077,0.0066,0,0
p46121,-0.0109,0.0048,-0.0015,-0.0025,0,0
p46123,-0.0082,0.0116,0.0028,0.0015,0,0
p46125,0.0003,0.025,0.0097,0.0075,0,0
p46127,0.001,0.0169,0.0027,0.0009,0,0
p46129,-0.0095,0.0279,0.0132,0.0125,0,0
p46135,0,0.0202,0.0059,0.0034,0,0
p46137,-0.014,0.0083,0.0008,0.0006,0,0
p47001,0.0143,-0.005,-0.011,-0.008,0,0
p47003,0.0255,-0.0139,-0.0161,-0.0112,0,0
p47005,0.0314,-0.002,-0.0077,-0.0017,0,0
p47007,0.0201,-0.0087,-0.0133,-0.0097,0,0
p47009,0.0136,-0.004,-0.011,-0.008,0,0
p47011,0.017,-0.006,-0.013,-0.0105,0,0
p47013,0.013,-0.0044,-0.0102,-0.0072,0,0
p47015,0.0298,-0.0098,-0.0124,-0.006,0,0
p47017,0.0305,0.0009,-0.0065,-0.0015,0,0
p47019,0.0061,-0.0066,-0.0121,-0.0081,0,0
p47021,0.0384,-0.0088,-0.01,-0.0008,0,0
p47023,0.0274,-0.003,-0.0096,-0.0054,0,0
p47025,0.0108,-0.004,-0.01,-0.007,0,0
p47027,0.0242,-0.006,-0.01,-0.005,0,0
p47029,0.0094,-0.005,-0.0111,-0.008,0,0
p47031,0.0227,-0.0147,-0.017,-0.0128,0,0
p47033,0.0306,0.0068,-0.0034,0.0008,0,0
p47035,0.0201,-0.0068,-0.0115,-0.0078,0,0
p47037,0.0394,-0.01,-0.01,-0.0001,0,0
p47039,0.0282,-0.0057,-0.0108,-0.006,0,0
p47041,0.0277,-0.0098,-0.0123,-0.0063,0,0
p47043,0.0361,-0.0079,-0.0097,-0.0013,0,0
p47045,0.0323,0.0138,0.0009,0.0052,0,0
p47047,0.0282,-0.0022,-0.0096,-0.0051,0,0
p47049,0.0195,-0.0051,-0.0101,-0.0064,0,0
p47051,0.0162,-0.0206,-0.0224,-0.0206,0,0
p47053,0.0308,0.007,-0.0031,0.0013,0,0
p47055,0.0186,-0.0202,-0.0217,-0.0192,0,0
p47057,0.0104,-0.004,-0.0101,-0.0076,0,0
p47059,0.0077,-0.005,-0.0112,-0.0078,0,0
p47061,0.0197,-0.0146,-0.0174,-0.0141,0,0
p47063,0.0095,-0.004,-0.011,-0.008,0,0
p47065,0.0178,-0.0093,-0.0148,-0.0124,0,0
p47067,0.0085,-0.0037,-0.01,-0.007,0,0
p47069,0.0272,-0.0036,-0.0103,-0.0061,0,0
p47071,0.0248,-0.0089,-0.0136,-0.0098,0,0
p47073,0.0075,-0.0039,-0.01,-0.007,0,0
p47075,0.0295,0.0029,-0.0061,-0.0016,0,0
p47077,0.0287,-0.0028,-0.009,-0.0042,0,0
p47079,0.0318,0.0033,-0.0044,0.0008,0,0
p47081,0.0327,-0.0085,-0.011,-0.0041,0,0
p47083,0.0335,-0.0037,-0.008,-0.001,0,0
p47085,0.0326,-0.0049,-0.0089,-0.0024,0,0
p47087,0.0266,-0.0078,-0.0108,-0.005,0,0
p47089,0.0104,-0.004,-0.011,-0.008,0,0
p47091,0.0063,-0.0065,-0.0125,-0.0087,0,0
p47093,0.0131,-0.0044,-0.011,-0.008,0,0
p47095,0.0338,0.0214,0.0064,0.01,0,0
p47097,0.0316,0.0106,-0.0012,0.003,0,0
p47099,0.0216,-0.0161,-0.0186,-0.0152,0,0
p47101,0.028,-0.0108,-0.0138,-0.0085,0,0
p47103,0.0148,-0.024,-0.0251,-0.0238,0,0
p47105,0.0152,-0.005,-0.0112,-0.0082,0,0
p47107,0.0166,-0.0052,-0.0121,-0.0094,0,0
p47109,0.026,-0.0063,-0.0119,-0.0079,0,0
p47111,0.0312,-0.0045,-0.0082,-0.0018,0,0
p47113,0.0287,0.0007,-0.0072,-0.0027,0,0
p47115,0.0169,-0.0152,-0.0189,-0.0165,0,0
p47117,0.0256,-0.015,-0.0169,-0.012,0,0
p47119,0.031,-0.0112,-0.0133,-0.0066,0,0
p47121,0.0172,-0.0066,-0.0126,-0.0096,0,0
p47123,0.0154,-0.0039,-0.0112,-0.0084,0,0
p47125,0.0354,-0.0055,-0.0084,-0.0007,0,0
p47127,0.0197,-0.018,-0.0203,-0.017,0,0
p47129,0.0175,-0.0052,-0.0106,-0.0074,0,0
p47131,0.0329,0.0155,0.0022,0.0063,0,0
p47133,0.0226,-0.0065,-0.0105,-0.0061,0,0
p47135,0.029,-0.007,-0.0112,-0.0059,0,0
p47137,0.0203,-0.0047,-0.0095,-0.0057,0,0
p47139,0.0164,-0.0027,-0.0112,-0.009,0,0
p47141,0.0246,-0.008,-0.0115,-0.0065,0,0
p47143,0.0184,-0.0071,-0.0126,-0.0093,0,0
p47145,0.0164,-0.006,-0.0117,-0.0084,0,0
p47147,0.0371,-0.0077,-0.0092,-0.0003,0,0
p47149,0.0341,-0.01,-0.0113,-0.0035,0,0
p47151,0.0163,-0.0043,-0.0098,-0.0067,0,0
p47153,0.0193,-0.0112,-0.0153,-0.0122,0,0
p47155,0.0117,-0.004,-0.011,-0.008,0,0
p47157,0.0289,-0.003,-0.0104,-0.0055,0,0
p47159,0.0317,-0.0067,-0.0095,-0.0028,0,0
p47161,0.0332,-0.0006,-0.0061,0.0001,0,0
p47163,0.0054,-0.0044,-0.0106,-0.0074,0,0
p47165,0.0364,-0.0076,-0.0093,-0.0008,0,0
p47167,0.0299,0.0037,-0.0059,-0.0011,0,0
p47169,0.034,-0.007,-0.009,-0.002,0,0
p47171,0.006,-0.0062,-0.012,-0.008,0,0
p47173,0.0123,-0.004,-0.0102,-0.0077,0,0
p47175,0.0218,-0.01,-0.0138,-0.0094,0,0
p47177,0.0244,-0.0118,-0.0145,-0.0096,0,0
p47179,0.0063,-0.0053,-0.0113,-0.008,0,0
p47181,0.0243,-0.0116,-0.0154,-0.0111,0,0
p47183,0.0317,0.0084,-0.0017,0.0026,0,0
p47185,0.0231,-0.0089,-0.0124,-0.0079,0,0
p47187,0.037,-0.0099,-0.0105,-0.0017,0,0
p47189,0.0359,-0.0086,-0.0101,-0.0016,0,0
p48001,0.0007,-0.059,-0.045,-0.0393,0,0
p48003,0.0051,-0.0127,-0.0186,-0.0168,0,0
p48005,-0.0008,-0.0684,-0.0505,-0.0441,0,0
p48007,-0.0026,-0.0745,-0.0549,-0.0477,0,0
p48009,-0.0016,-0.0344,-0.0305,-0.0292,0,0
